No,code,player_win,player_lose,position_win,wlA,wl1,wl2,wl3,llA,ll1,ll2,ll3,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,lw1,lw2,lw3,lw4,lw5,lw6,lw7,lw8
104,GILABENA,PeaceSeeker,llwlove,1,亚里士多德,萨拉丁,库克,卓别林,埃及艳后,米开朗基罗,牛顿,黛德丽,大图书馆,姬路城,自由女神像,0,0,0,0,0,雅典卫城,大教堂,克里姆林宫,0,0,0,0,0
105,COLABENA,INVENTRIX,Fayebian,1,埃及艳后,古藤堡,巴赫,甘地,汉谟拉比,萨拉丁,拿破仑,居里夫人,雅典卫城,快餐连锁店,0,0,0,0,0,0,大图书馆,紫禁城,哈佛大学,好莱坞,0,0,0,0
106,MABABENA,Cleveer,u2xG,0,埃及艳后,杰士卡,高迪,黛德丽,布狄卡,成吉思汗,凯瑟琳大帝,乔布斯,雅典卫城,大学,0,0,0,0,0,0,巨人像,0,0,0,0,0,0,0
107,JOBABENA,PeaceSeeker,u2xG,1,布狄卡,古藤堡,莎士比亚,黛德丽,荷马,哥伦布,库克,席德梅尔,罗马大道,埃菲尔铁塔,0,0,0,0,0,0,金字塔,姬路城,红十字会,0,0,0,0,0
108,GUBABENA,FreddyCrugerKiller,Alpha775,1,亚里士多德,巴巴罗萨,库克,比尔盖茨,大帝,圣女贞德,达尔文,丘吉尔,姬路城,跨洲铁路,曼哈顿计划,0,0,0,0,0,罗马大道,埃菲尔铁塔,0,0,0,0,0,0
109,BOBABENA,SPLINTER,Vortex1612,0,凯撒,伊莎贝拉,诺贝尔,曼德拉,汉谟拉比,杰士卡,牛顿,顾拜旦,巨人像,姬路城,远洋游轮,红十字会,0,0,0,0,斗兽场,克里姆林宫,联合国,0,0,0,0,0
110,LIDABENA,Alpha775,asdheinz,1,汉谟拉比,达芬奇,诺贝尔,顾拜旦,荷马,巴巴罗萨,凯瑟琳大帝,乔布斯,金字塔,姬路城,克里姆林宫,好莱坞,0,0,0,0,空中花园,丝绸之路,远洋游轮,0,0,0,0,0
111,HIDABENA,Che,Cmacu,0,神医,萨拉丁,诺贝尔,席德梅尔,汉谟拉比,圣女贞德,牛顿,黛德丽,大图书馆,长城,快餐连锁店,0,0,0,0,0,巨石阵,大教堂,0,0,0,0,0,0
112,DODABENA,HeirOfValyria,poikai2,1,凯撒,诺查丹玛斯,罗伯斯比尔,席德梅尔,阿育王,杰士卡,瓦特,曼德拉,罗马大道,远洋游轮,互联网,0,0,0,0,0,金字塔,大教堂,帝国大厦,0,0,0,0,0
113,GAGABENA,asdheinz,Alpha775,1,凯撒,哥伦布,库克,居里夫人,孔子,埃莉诺,达尔文,顾拜旦,金字塔,长城,跨洲铁路,好莱坞,0,0,0,0,丝绸之路,远洋游轮,快餐连锁店,0,0,0,0,0
114,FEGABENA,Weidenbaum,HeirOfValyria,1,荷马,诺查丹玛斯,凯瑟琳大帝,丘吉尔,神医,杰士卡,库克,席德梅尔,金字塔,泰姬陵,埃菲尔铁塔,0,0,0,0,0,罗马大道,苏伊士运河,快餐连锁店,0,0,0,0,0
115,BOGABENA,WeChat,Alpha775,1,布狄卡,达芬奇,莎士比亚,曼德拉,凯撒,伊莎贝拉,库克,丘吉尔,金字塔,长城,0,0,0,0,0,0,大学,联合国,0,0,0,0,0,0
116,MEVABENA,ben0728,Alpha775,0,埃及艳后,杰士卡,拿破仑,丘吉尔,阿育王,诺查丹玛斯,高迪,黛德丽,金字塔,紫禁城,大学,埃菲尔铁塔,0,0,0,0,大图书馆,克里姆林宫,0,0,0,0,0,0
117,FAVABENA,WeChat,Dazzy,1,神医,杰士卡,牛顿,丘吉尔,孙子,巴巴罗萨,巴赫,黛德丽,紫禁城,帝国大厦,0,0,0,0,0,0,斗兽场,0,0,0,0,0,0,0
118,CEVABENA,ChinaWanping,TeriyakiJaccuzi,1,大帝,萨拉丁,达尔文,顾拜旦,孔子,杰士卡,高迪,弗莱明,斗兽场,首飞,0,0,0,0,0,0,雅典卫城,大学,互联网,0,0,0,0,0
119,HIVABENA,Dazzy,Alpha775,0,孔子,伊莎贝拉,达尔文,甘地,阿育王,达芬奇,牛顿,卓别林,大图书馆,大学,苏伊士运河,0,0,0,0,0,雅典卫城,姬路城,好莱坞,0,0,0,0,0
120,LUVABENA,Alpha775,Dazzy,1,孔子,伊莎贝拉,巴赫,丘吉尔,汉谟拉比,萨拉丁,凯瑟琳大帝,比尔盖茨,雅典卫城,红十字会,0,0,0,0,0,0,大图书馆,泰姬陵,0,0,0,0,0,0
121,JEZABENA,Dazzy,Alpha775,0,埃及艳后,杰士卡,特蕾莎,黛德丽,孔子,达芬奇,诺贝尔,弗莱明,大图书馆,大教堂,快餐连锁店,0,0,0,0,0,紫禁城,远洋游轮,0,0,0,0,0,0
122,BIZABENA,Dazzy,Alpha775,1,埃及艳后,萨拉丁,达尔文,顾拜旦,汉谟拉比,诺查丹玛斯,莎士比亚,无,雅典卫城,苏伊士运河,帝国大厦,0,0,0,0,0,大学,姬路城,红十字会,快餐连锁店,0,0,0,0
123,FAPABENA,Alpha775,Dazzy,1,凯撒,萨拉丁,罗伯斯比尔,丘吉尔,亚里士多德,伊莎贝拉,诺贝尔,黛德丽,马丘比丘,哈佛大学,0,0,0,0,0,0,大图书馆,0,0,0,0,0,0,0
124,LIPABENA,Alpha775,Dazzy,1,阿育王,埃莉诺,牛顿,丘吉尔,汉谟拉比,伊莎贝拉,特蕾莎,居里夫人,大图书馆,泰姬陵,0,0,0,0,0,0,斗兽场,克里姆林宫,0,0,0,0,0,0
125,GUPABENA,Alpha775,xuxu,0,阿育王,伊莎贝拉,达尔文,黛德丽,孔子,圣女贞德,巴赫,席德梅尔,罗马大道,丝绸之路,互联网,0,0,0,0,0,斗兽场,泰姬陵,远洋游轮,联合国,0,0,0,0
126,CATABENA,Dazzy,ben0728,1,埃及艳后,米开朗基罗,牛顿,丘吉尔,阿育王,无,高迪,弗莱明,雅典卫城,长城,大教堂,哈佛大学,克里姆林宫,0,0,0,金字塔,自由女神像,联合国,0,0,0,0,0
127,VETABENA,INVENTRIX,efans,1,凯撒,古藤堡,拿破仑,比尔盖茨,神医,圣女贞德,凯瑟琳大帝,黛德丽,巨石阵,泰姬陵,远洋游轮,互联网,0,0,0,0,金字塔,紫禁城,0,0,0,0,0,0
128,NITABENA,Dazzy,zc74560,1,汉谟拉比,埃莉诺,达尔文,居里夫人,大帝,古藤堡,牛顿,黛德丽,金字塔,丝绸之路,远洋游轮,0,0,0,0,0,大图书馆,卢浮宫,曼哈顿计划,0,0,0,0,0
129,VITABENA,ben0728,Che,1,神医,圣女贞德,巴赫,卓别林,亚里士多德,古藤堡,莎士比亚,弗莱明,巨人像,紫禁城,0,0,0,0,0,0,金字塔,长城,远洋游轮,互联网,0,0,0,0
130,JOTABENA,xuxu,Alpha775,1,孙子,诺查丹玛斯,巴赫,卓别林,凯撒,成吉思汗,牛顿,黛德丽,罗马大道,大教堂,快餐连锁店,0,0,0,0,0,大图书馆,紫禁城,克里姆林宫,首飞,0,0,0,0
131,LAKABENA,xuxu,nopeace,0,大帝,古藤堡,拿破仑,卓别林,阿育王,成吉思汗,诺贝尔,席德梅尔,罗马大道,自由女神像,红十字会,0,0,0,0,0,金字塔,长城,苏伊士运河,联合国,0,0,0,0
132,BAKABENA,PeaceSeeker,Dazzy,1,布狄卡,巴巴罗萨,巴赫,丘吉尔,神医,圣女贞德,拿破仑,乔布斯,巨石阵,紫禁城,0,0,0,0,0,0,金字塔,自由女神像,0,0,0,0,0,0
133,PAKABENA,Cleveer,yamisad,1,汉谟拉比,杰士卡,牛顿,黛德丽,埃及艳后,达芬奇,莎士比亚,顾拜旦,雅典卫城,红十字会,0,0,0,0,0,0,金字塔,姬路城,哈佛大学,0,0,0,0,0
134,FEKABENA,Dazzy,nopeace,0,埃及艳后,杰士卡,凯瑟琳大帝,弗莱明,凯撒,米开朗基罗,瓦特,爱因斯坦,大图书馆,苏伊士运河,首飞,0,0,0,0,0,金字塔,长城,紫禁城,曼哈顿计划,0,0,0,0
135,DEKABENA,efans,Vulgata,1,汉谟拉比,无,诺贝尔,黛德丽,神医,伊莎贝拉,巴赫,丘吉尔,雅典卫城,姬路城,红十字会,0,0,0,0,0,斗兽场,大教堂,快餐连锁店,0,0,0,0,0
136,DUKABENA,efans,Vulgata,1,阿育王,古藤堡,莎士比亚,顾拜旦,埃及艳后,杰士卡,罗伯斯比尔,黛德丽,巨石阵,泰姬陵,姬路城,0,0,0,0,0,罗马大道,长城,哈佛大学,互联网,0,0,0,0
137,ZUKABENA,xuxu,nopeace,0,神医,无,诺贝尔,弗莱明,布狄卡,古藤堡,巴赫,卓别林,金字塔,姬路城,0,0,0,0,0,0,巨石阵,长城,0,0,0,0,0,0
138,GIKABENA,PeaceSeeker,qifeng,1,荷马,古藤堡,牛顿,甘地,凯撒,圣女贞德,诺贝尔,黛德丽,大教堂,跨洲铁路,0,0,0,0,0,0,斗兽场,姬路城,0,0,0,0,0,0
139,COKABENA,Martin_Pecheur,Cleveer,1,神医,诺查丹玛斯,无,黛德丽,凯撒,达芬奇,罗伯斯比尔,弗莱明,大学,克里姆林宫,红十字会,0,0,0,0,0,斗兽场,互联网,0,0,0,0,0,0
140,NEFABENA,Fayebian,Dazzy,0,神医,米开朗基罗,罗伯斯比尔,席德梅尔,埃及艳后,杰士卡,瓦特,曼德拉,金字塔,丝绸之路,大教堂,跨洲铁路,快餐连锁店,0,0,0,巨石阵,姬路城,埃菲尔铁塔,联合国,0,0,0,0
141,CUKABENA,tangcupaizhang,legendeman,0,汉谟拉比,诺查丹玛斯,巴赫,卓别林,荷马,杰士卡,诺贝尔,比尔盖茨,罗马大道,哈佛大学,卢浮宫,0,0,0,0,0,金字塔,姬路城,快餐连锁店,0,0,0,0,0
142,ZEFABENA,xuxu,nopeace,0,汉谟拉比,达芬奇,达尔文,甘地,埃及艳后,杰士卡,诺贝尔,黛德丽,金字塔,大教堂,红十字会,0,0,0,0,0,马丘比丘,紫禁城,好莱坞,0,0,0,0,0
143,VEFABENA,ChinaWanping,efans,1,大帝,萨拉丁,无,爱因斯坦,孔子,达芬奇,牛顿,黛德丽,马丘比丘,哈佛大学,0,0,0,0,0,0,金字塔,丝绸之路,0,0,0,0,0,0
144,MIFABENA,qifeng,Cleveer,1,凯撒,萨拉丁,巴赫,爱因斯坦,埃及艳后,杰士卡,无,弗莱明,雅典卫城,大图书馆,哈佛大学,首飞,0,0,0,0,金字塔,马丘比丘,苏伊士运河,好莱坞,0,0,0,0
145,CIFABENA,Dazzy,Huasong,1,孔子,圣女贞德,牛顿,丘吉尔,汉谟拉比,杰士卡,凯瑟琳大帝,比尔盖茨,大图书馆,泰姬陵,0,0,0,0,0,0,斗兽场,姬路城,哈佛大学,自由女神像,0,0,0,0
146,FUFABENA,Cleveer,Terrance,1,孔子,巴巴罗萨,达尔文,弗莱明,神医,杰士卡,拿破仑,卓别林,金字塔,马丘比丘,0,0,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
147,SASABENA,yamisad,Dazzy,0,埃及艳后,伊莎贝拉,凯瑟琳大帝,黛德丽,凯撒,哥伦布,诺贝尔,顾拜旦,大图书馆,马丘比丘,0,0,0,0,0,0,姬路城,首飞,0,0,0,0,0,0
148,MASABENA,qifeng,Fayebian,1,凯撒,萨拉丁,莎士比亚,甘地,荷马,达芬奇,拿破仑,黛德丽,金字塔,苏伊士运河,快餐连锁店,0,0,0,0,0,大图书馆,泰姬陵,0,0,0,0,0,0
149,LASABENA,ChinaWanping,tangcupaizhang,0,亚里士多德,萨拉丁,巴赫,弗莱明,神医,诺查丹玛斯,达尔文,黛德丽,金字塔,泰姬陵,哈佛大学,曼哈顿计划,0,0,0,0,巨石阵,好莱坞,快餐连锁店,0,0,0,0,0
150,GESABENA,HeirOfValyria,Che,1,凯撒,杰士卡,凯瑟琳大帝,丘吉尔,汉谟拉比,圣女贞德,牛顿,曼德拉,大图书馆,哈佛大学,0,0,0,0,0,0,罗马大道,马丘比丘,自由女神像,0,0,0,0,0
151,LOSABENA,qifeng,Aluk,1,凯撒,达芬奇,特蕾莎,丘吉尔,孙子,杰士卡,高迪,甘地,大图书馆,0,0,0,0,0,0,0,巨人像,0,0,0,0,0,0,0
152,SOSABENA,ChinaWanping,tangcupaizhang,1,孔子,萨拉丁,凯瑟琳大帝,黛德丽,神医,伊莎贝拉,牛顿,爱因斯坦,金字塔,姬路城,0,0,0,0,0,0,斗兽场,哈佛大学,0,0,0,0,0,0
153,JACABENA,Huasong,Che,0,汉谟拉比,杰士卡,拿破仑,顾拜旦,凯撒,圣女贞德,库克,丘吉尔,斗兽场,紫禁城,红十字会,0,0,0,0,0,罗马大道,姬路城,0,0,0,0,0,0
154,KOSABENA,SPLINTER,DANeo,0,神医,古藤堡,达尔文,席德梅尔,大帝,埃莉诺,高迪,黛德丽,巨人像,大教堂,0,0,0,0,0,0,长城,远洋游轮,0,0,0,0,0,0
155,TACABENA,asdheinz,Aluk,0,神医,诺查丹玛斯,拿破仑,黛德丽,埃及艳后,古藤堡,巴赫,甘地,大图书馆,紫禁城,快餐连锁店,0,0,0,0,0,罗马大道,跨洲铁路,红十字会,0,0,0,0,0
156,CICABENA,Dazzy,FreddyCrugerKiller,0,埃及艳后,萨拉丁,牛顿,黛德丽,汉谟拉比,成吉思汗,库克,甘地,大图书馆,苏伊士运河,红十字会,0,0,0,0,0,巨人像,姬路城,曼哈顿计划,0,0,0,0,0
157,LAHABENA,Dazzy,Djinges,0,凯撒,萨拉丁,凯瑟琳大帝,曼德拉,布狄卡,米开朗基罗,特蕾莎,无,姬路城,苏伊士运河,红十字会,0,0,0,0,0,金字塔,大学,卢浮宫,快餐连锁店,联合国,0,0,0
158,SECABENA,PeaceSeeker,ChinaWanping,1,神医,伊莎贝拉,牛顿,席德梅尔,孙子,杰士卡,特蕾莎,黛德丽,泰姬陵,埃菲尔铁塔,苏伊士运河,0,0,0,0,0,大图书馆,好莱坞,0,0,0,0,0,0
159,ZOCABENA,SPLINTER,jskunsa,1,孙子,无,诺贝尔,丘吉尔,埃及艳后,伊莎贝拉,拿破仑,黛德丽,斗兽场,自由女神像,红十字会,0,0,0,0,0,金字塔,罗马大道,长城,苏伊士运河,互联网,0,0,0
160,ZAHABENA,Lemmingsplayer,Terrance,1,布狄卡,达芬奇,莎士比亚,黛德丽,埃及艳后,古藤堡,牛顿,卓别林,巨人像,互联网,0,0,0,0,0,0,罗马大道,泰姬陵,首飞,0,0,0,0,0
161,FEHABENA,Ender_Wiggin,Fayebian,1,凯撒,萨拉丁,达尔文,顾拜旦,汉谟拉比,巴巴罗萨,凯瑟琳大帝,曼德拉,雅典卫城,马丘比丘,互联网,0,0,0,0,0,罗马大道,大学,联合国,0,0,0,0,0
162,DIHABENA,Djinges,Dazzy,0,无,诺查丹玛斯,凯瑟琳大帝,顾拜旦,埃及艳后,杰士卡,库克,曼德拉,雅典卫城,姬路城,远洋游轮,曼哈顿计划,0,0,0,0,巨石阵,苏伊士运河,快餐连锁店,0,0,0,0,0
163,SEHABENA,efans,Japhet,0,汉谟拉比,米开朗基罗,巴赫,黛德丽,孙子,古藤堡,达尔文,居里夫人,罗马大道,姬路城,埃菲尔铁塔,互联网,0,0,0,0,斗兽场,大教堂,帝国大厦,首飞,0,0,0,0
164,JOHABENA,asdheinz,SPLINTER,1,孙子,成吉思汗,牛顿,丘吉尔,大帝,杰士卡,凯瑟琳大帝,比尔盖茨,大图书馆,联合国,0,0,0,0,0,0,斗兽场,长城,0,0,0,0,0,0
165,NAJEBENA,Ender_Wiggin,Bomb,1,孔子,萨拉丁,达尔文,黛德丽,神医,杰士卡,凯瑟琳大帝,爱因斯坦,雅典卫城,马丘比丘,姬路城,好莱坞,0,0,0,0,大图书馆,大学,苏伊士运河,0,0,0,0,0
166,NOJEBENA,SPLINTER,Bomb,0,埃及艳后,古藤堡,巴赫,黛德丽,孙子,杰士卡,库克,丘吉尔,大图书馆,长城,好莱坞,首飞,0,0,0,0,罗马大道,丝绸之路,苏伊士运河,0,0,0,0,0
167,COJEBENA,tangcupaizhang,ChinaWanping,0,神医,古藤堡,高迪,卓别林,大帝,达芬奇,巴赫,无,巨石阵,姬路城,0,0,0,0,0,0,空中花园,远洋游轮,联合国,0,0,0,0,0
168,JEMEBENA,Djinges,Bomb,0,亚里士多德,圣女贞德,拿破仑,爱因斯坦,孙子,杰士卡,无,席德梅尔,金字塔,泰姬陵,0,0,0,0,0,0,斗兽场,0,0,0,0,0,0,0
169,SAMEBENA,FreddyCrugerKiller,V0jta,1,布狄卡,萨拉丁,牛顿,比尔盖茨,埃及艳后,伊莎贝拉,瓦特,丘吉尔,罗马大道,姬路城,0,0,0,0,0,0,巨石阵,0,0,0,0,0,0,0
170,LEMEBENA,pv4,fu1luo,1,神医,埃莉诺,拿破仑,曼德拉,大帝,杰士卡,牛顿,卓别林,大图书馆,大教堂,红十字会,0,0,0,0,0,罗马大道,姬路城,快餐连锁店,0,0,0,0,0
171,TIMEBENA,Bomb,abandonedPlayer,0,神医,圣女贞德,诺贝尔,卓别林,孔子,古藤堡,高迪,甘地,巨石阵,泰姬陵,曼哈顿计划,0,0,0,0,0,雅典卫城,姬路城,0,0,0,0,0,0
172,DINEBENA,Bomb,abandonedPlayer,0,神医,诺查丹玛斯,牛顿,黛德丽,布狄卡,巴巴罗萨,瓦特,席德梅尔,巨人像,联合国,0,0,0,0,0,0,大教堂,跨洲铁路,快餐连锁店,0,0,0,0,0
173,SAREBENA,INVENTRIX,V0jta,1,汉谟拉比,无,达尔文,顾拜旦,阿育王,古藤堡,拿破仑,弗莱明,巨石阵,姬路城,快餐连锁店,0,0,0,0,0,雅典卫城,0,0,0,0,0,0,0
174,JIREBENA,abandonedPlayer,Gutemetralla,1,孔子,巴巴罗萨,拿破仑,卓别林,汉谟拉比,古藤堡,巴赫,丘吉尔,长城,远洋游轮,联合国,0,0,0,0,0,金字塔,自由女神像,0,0,0,0,0,0
175,CUREBENA,Che,FreddyCrugerKiller,1,摩西,圣女贞德,罗伯斯比尔,爱因斯坦,凯撒,巴巴罗萨,诺贝尔,弗莱明,斗兽场,哈佛大学,首飞,0,0,0,0,0,巨人像,泰姬陵,0,0,0,0,0,0
176,NILEBENA,abandonedPlayer,HeirOfValyria,1,凯撒,巴巴罗萨,凯瑟琳大帝,比尔盖茨,大帝,诺查丹玛斯,拿破仑,爱因斯坦,罗马大道,曼哈顿计划,0,0,0,0,0,0,金字塔,苏伊士运河,0,0,0,0,0,0
177,PULEBENA,Huasong,HeirOfValyria,0,神医,萨拉丁,达尔文,顾拜旦,孙子,诺查丹玛斯,莎士比亚,无,大图书馆,马丘比丘,联合国,0,0,0,0,0,雅典卫城,大学,远洋游轮,0,0,0,0,0
178,LULEBENA,Che,SPLINTER,0,汉谟拉比,伊莎贝拉,凯瑟琳大帝,比尔盖茨,孔子,杰士卡,莎士比亚,丘吉尔,罗马大道,姬路城,长城,0,0,0,0,0,大图书馆,大学,苏伊士运河,0,0,0,0,0
179,BADEBENA,Bomb,Lemmingsplayer,0,埃及艳后,巴巴罗萨,诺贝尔,卓别林,汉谟拉比,埃莉诺,拿破仑,比尔盖茨,空中花园,紫禁城,苏伊士运河,0,0,0,0,0,大图书馆,马丘比丘,帝国大厦,0,0,0,0,0
180,ZIDEBENA,Huasong,Lemmingsplayer,0,神医,萨拉丁,牛顿,丘吉尔,阿育王,埃莉诺,巴赫,黛德丽,雅典卫城,丝绸之路,自由女神像,红十字会,0,0,0,0,大图书馆,远洋游轮,0,0,0,0,0,0
181,FIBEBENA,SPLINTER,hannes10001,1,孔子,诺查丹玛斯,巴赫,曼德拉,神医,伊莎贝拉,拿破仑,爱因斯坦,雅典卫城,泰姬陵,跨洲铁路,0,0,0,0,0,巨人像,紫禁城,苏伊士运河,0,0,0,0,0
182,CODEBENA,ChinaWanping,dyz,0,神医,巴巴罗萨,巴赫,弗莱明,汉谟拉比,圣女贞德,无,比尔盖茨,罗马大道,长城,0,0,0,0,0,0,紫禁城,马丘比丘,埃菲尔铁塔,互联网,0,0,0,0
183,VUDEBENA,Dazzy,Aluk,0,孔子,诺查丹玛斯,诺贝尔,爱因斯坦,布狄卡,杰士卡,凯瑟琳大帝,黛德丽,空中花园,克里姆林宫,联合国,0,0,0,0,0,巨人像,泰姬陵,卢浮宫,0,0,0,0,0
184,KAGEBENA,SPLINTER,Aluk,0,亚里士多德,古藤堡,诺贝尔,乔布斯,汉谟拉比,诺查丹玛斯,拿破仑,曼德拉,马丘比丘,曼哈顿计划,0,0,0,0,0,0,罗马大道,姬路城,首飞,0,0,0,0,0
185,LEGEBENA,ben0728,ChinaWanping,1,凯撒,米开朗基罗,诺贝尔,顾拜旦,摩西,萨拉丁,拿破仑,甘地,姬路城,丝绸之路,紫禁城,哈佛大学,联合国,0,0,0,巨石阵,苏伊士运河,帝国大厦,0,0,0,0,0
186,NIGEBENA,xuxu,Dazzy,1,神医,米开朗基罗,拿破仑,卓别林,大帝,萨拉丁,高迪,黛德丽,大学,紫禁城,哈佛大学,0,0,0,0,0,联合国,0,0,0,0,0,0,0
187,NOGEBENA,Dazzy,INVENTRIX,1,汉谟拉比,诺查丹玛斯,特蕾莎,卓别林,埃及艳后,古藤堡,达尔文,曼德拉,斗兽场,远洋游轮,0,0,0,0,0,0,雅典卫城,马丘比丘,曼哈顿计划,联合国,0,0,0,0
188,FUGEBENA,INVENTRIX,Dazzy,0,大帝,圣女贞德,巴赫,卓别林,凯撒,萨拉丁,牛顿,黛德丽,大图书馆,远洋游轮,好莱坞,0,0,0,0,0,斗兽场,丝绸之路,0,0,0,0,0,0
189,RAVEBENA,ceeeeb,tangcupaizhang,0,汉谟拉比,圣女贞德,诺贝尔,弗莱明,神医,古藤堡,高迪,席德梅尔,金字塔,大教堂,好莱坞,0,0,0,0,0,罗马大道,快餐连锁店,0,0,0,0,0,0
190,MEVEBENA,LaoHuang,Dazzy,1,亚里士多德,诺查丹玛斯,巴赫,曼德拉,神医,杰士卡,罗伯斯比尔,顾拜旦,大图书馆,姬路城,苏伊士运河,0,0,0,0,0,空中花园,红十字会,0,0,0,0,0,0
191,DIGEBENA,efans,SPLINTER,0,汉谟拉比,杰士卡,特蕾莎,弗莱明,凯撒,巴巴罗萨,拿破仑,甘地,巨石阵,大教堂,0,0,0,0,0,0,巨人像,长城,0,0,0,0,0,0
192,MIVEBENA,Dazzy,Huasong,0,埃及艳后,圣女贞德,无,曼德拉,汉谟拉比,诺查丹玛斯,库克,黛德丽,罗马大道,泰姬陵,苏伊士运河,0,0,0,0,0,金字塔,丝绸之路,大教堂,0,0,0,0,0
193,RIVEBENA,ttaimmortal,Lemmingsplayer,0,孔子,古藤堡,莎士比亚,丘吉尔,汉谟拉比,达芬奇,凯瑟琳大帝,无,大教堂,紫禁城,0,0,0,0,0,0,巨人像,姬路城,联合国,0,0,0,0,0
194,BUVEBENA,ddxy,Cleveer,0,孔子,诺查丹玛斯,特蕾莎,丘吉尔,神医,伊莎贝拉,巴赫,卓别林,雅典卫城,埃菲尔铁塔,好莱坞,联合国,0,0,0,0,空中花园,卢浮宫,首飞,0,0,0,0,0
195,GUVEBENA,Ender_Wiggin,Dazzy,1,孔子,米开朗基罗,莎士比亚,弗莱明,大帝,杰士卡,牛顿,曼德拉,空中花园,大教堂,红十字会,0,0,0,0,0,雅典卫城,哈佛大学,联合国,0,0,0,0,0
196,VAZEBENA,ttaimmortal,Lemmingsplayer,1,大帝,米开朗基罗,巴赫,无,埃及艳后,诺查丹玛斯,莎士比亚,弗莱明,雅典卫城,马丘比丘,哈佛大学,联合国,0,0,0,0,金字塔,大学,姬路城,好莱坞,0,0,0,0
197,FAZEBENA,Cleveer,Dazzy,1,埃及艳后,埃莉诺,莎士比亚,甘地,神医,杰士卡,库克,比尔盖茨,巨石阵,大学,马丘比丘,快餐连锁店,0,0,0,0,大图书馆,远洋游轮,克里姆林宫,0,0,0,0,0
198,MEZEBENA,Ender_Wiggin,pv4,0,凯撒,达芬奇,达尔文,黛德丽,埃及艳后,诺查丹玛斯,库克,甘地,罗马大道,紫禁城,自由女神像,0,0,0,0,0,金字塔,克里姆林宫,0,0,0,0,0,0
199,JOZEBENA,Cleveer,Huasong,1,孔子,诺查丹玛斯,诺贝尔,爱因斯坦,汉谟拉比,达芬奇,凯瑟琳大帝,无,大图书馆,姬路城,卢浮宫,曼哈顿计划,0,0,0,0,大学,紫禁城,克里姆林宫,苏伊士运河,帝国大厦,0,0,0
200,VIZEBENA,Che,Lemmingsplayer,0,神医,伊莎贝拉,罗伯斯比尔,弗莱明,布狄卡,萨拉丁,牛顿,乔布斯,丝绸之路,大教堂,0,0,0,0,0,0,金字塔,马丘比丘,长城,联合国,0,0,0,0
201,MAPEBENA,Cleveer,Huasong,1,汉谟拉比,米开朗基罗,特蕾莎,比尔盖茨,神医,达芬奇,达尔文,居里夫人,罗马大道,大教堂,远洋游轮,跨洲铁路,0,0,0,0,大学,丝绸之路,0,0,0,0,0,0
202,BUZEBENA,PeaceSeeker,pv4,1,摩西,萨拉丁,莎士比亚,甘地,神医,杰士卡,诺贝尔,曼德拉,罗马大道,红十字会,首飞,0,0,0,0,0,大图书馆,跨洲铁路,0,0,0,0,0,0
203,TAPEBENA,littlesquirrel,ChinaWanping,1,阿育王,萨拉丁,达尔文,顾拜旦,埃及艳后,埃莉诺,诺贝尔,无,紫禁城,远洋游轮,0,0,0,0,0,0,罗马大道,姬路城,埃菲尔铁塔,联合国,0,0,0,0
204,KIPEBENA,Cleveer,Dazzy,0,孔子,达芬奇,巴赫,黛德丽,阿育王,巴巴罗萨,拿破仑,无,金字塔,远洋游轮,0,0,0,0,0,0,姬路城,联合国,0,0,0,0,0,0
205,BUPEBENA,ChinaWanping,u2xG,0,大帝,杰士卡,诺贝尔,黛德丽,布狄卡,诺查丹玛斯,凯瑟琳大帝,卓别林,大图书馆,0,0,0,0,0,0,0,罗马大道,哈佛大学,0,0,0,0,0,0
206,ZITEBENA,Dazzy,Eepogi,1,埃及艳后,萨拉丁,达尔文,曼德拉,孔子,米开朗基罗,巴赫,席德梅尔,雅典卫城,长城,跨洲铁路,好莱坞,0,0,0,0,丝绸之路,自由女神像,0,0,0,0,0,0
207,LITEBENA,qifeng,u2xG,0,凯撒,圣女贞德,库克,无,无,诺查丹玛斯,诺贝尔,黛德丽,丝绸之路,紫禁城,卢浮宫,红十字会,0,0,0,0,金字塔,姬路城,自由女神像,0,0,0,0,0
208,JAKEBENA,Lemmingsplayer,ChinaWanping,1,神医,杰士卡,拿破仑,顾拜旦,大帝,伊莎贝拉,牛顿,乔布斯,大学,埃菲尔铁塔,0,0,0,0,0,0,雅典卫城,快餐连锁店,0,0,0,0,0,0
209,JEKEBENA,Dazzy,abandonedPlayer,1,孔子,杰士卡,特蕾莎,甘地,汉谟拉比,埃莉诺,诺贝尔,顾拜旦,马丘比丘,哈佛大学,0,0,0,0,0,0,大图书馆,大学,0,0,0,0,0,0
210,MOKEBENA,Lemmingsplayer,Terrance,1,阿育王,达芬奇,莎士比亚,比尔盖茨,荷马,杰士卡,达尔文,席德梅尔,雅典卫城,自由女神像,0,0,0,0,0,0,罗马大道,大教堂,联合国,0,0,0,0,0
211,SOKEBENA,Dazzy,abandonedPlayer,0,大帝,诺查丹玛斯,瓦特,居里夫人,孙子,巴巴罗萨,达尔文,顾拜旦,雅典卫城,紫禁城,苏伊士运河,0,0,0,0,0,巨人像,0,0,0,0,0,0,0
